"","ID","CustomerAge","Churn","CHIScoreMonth0","CHIScoreMonth0_1","SupportCasesMonth0","SupportCasesMonth0_1","SPMonth0","SPMonth0_1","Logins0_1","LogArticles0_1","Views0_1","DaysSinceLastLogin0_1","CHIScoreMonth1","SupportCasesMonth1","SPMonth1","logVarSel_churnData_Prob"
"1498",64,0.716417910447761,0,0.130872483221477,0.219219219219219,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.10959047059551,0.906911142454161,0.293548387096774,0,0,0.809698439642594
"5657",1459,0.507462686567164,0,0,0.309309309309309,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.108925700327747,0.957686882933709,0.0709677419354839,0,0,0.809085975658211
"4910",335,0.17910447761194,1,0,0.183183183183183,0,0.483333333333333,0,0.5,0.246977547495682,0.246575342465753,0.109389493537815,0.940761636107193,0.206451612903226,0,0,0.808327041164786
"4855",2,1,0,0.208053691275168,0.387387387387387,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109401088368066,0.957686882933709,0.187096774193548,0,0,0.807888162064762
"2496",183,0.626865671641791,0,0,0.324324324324324,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.109462927462742,0.949224259520451,0.0548387096774194,0,0,0.807879065195495
"4782",3124,0.343283582089552,0,0.063758389261745,0.162162162162162,0,0.483333333333333,0,0.5,0.249568221070812,0.253424657534247,0.109416548141735,0.918194640338505,0.290322580645161,0,0,0.806983773348106
"2445",51,0.73134328358209,0,0.00335570469798658,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0.0032258064516129,0,0,0.805158726235598
"4715",1141,0.447761194029851,0,0.0100671140939597,0.156156156156156,0,0.466666666666667,0,0.125,0.240932642487047,0.25,0.10942427802857,0.906911142454161,0.245161290322581,0.032258064516129,0.75,0.804654577288334
"1970",5,0.850746268656716,0,0.144295302013423,0.372372372372372,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109497711953497,0.957686882933709,0.141935483870968,0,0,0.801481578262322
"2818",2787,0.373134328358209,0,0.147651006711409,0.114114114114114,0,0.483333333333333,0,0.5,0.246977547495682,0.253424657534247,0.109462927462742,0.898448519040903,0.42258064516129,0,0,0.800343325695135
"2447",55,0.716417910447761,0,0.0100671140939597,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.956276445698166,0.00967741935483871,0,0,0.798962372451886
"5207",2951,0.358208955223881,1,0.0671140939597315,0.258258258258258,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109300599839218,0.957686882933709,0.190322580645161,0,0,0.798624588344884
"4958",2599,0.402985074626866,0,0.023489932885906,0.285285285285285,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109377898707563,0.957686882933709,0.119354838709677,0,0,0.797781881332699
"2449",59,0.686567164179104,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.797134520812615
"2003",246,0.194029850746269,0,0.11744966442953,0.132132132132132,0,0.483333333333333,0,0.5,0.2426597582038,0.25,0.10949384701008,0.923836389280677,0.374193548387097,0,0,0.795982763917374
"6245",1387,0.582089552238806,0,0.271812080536913,0.213213213213213,0,0.483333333333333,0,0.5,0.247841105354059,0.243150684931507,0.104763156267392,0.91114245416079,0.435483870967742,0,0,0.795772777946477
"2448",57,0.73134328358209,0,0,0.312312312312312,0,0.483333333333333,0,0.5,0.246113989637306,0.256849315068493,0.109462927462742,0.919605077574048,0.067741935483871,0,0,0.795394400632707
"1869",2240,0.522388059701492,0,0,0.33033033033033,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109513171727166,0.957686882933709,0.0483870967741935,0,0,0.794976994061424
"1978",1236,0.313432835820896,0,0,0.27027027027027,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109497711953497,0.957686882933709,0.112903225806452,0,0,0.794503594449553
"2441",42,0.761194029850746,0,0.0838926174496644,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0.0806451612903226,0,0,0.794479861766147
"2469",121,0.671641791044776,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.794171529616846
"5773",4245,0.119402985074627,0,0.0671140939597315,0.159159159159159,0,0.483333333333333,0,0.5,0.251295336787565,0.256849315068493,0.108720858326634,0.937940761636107,0.296774193548387,0,0,0.794013415670567
"1124",2080,0.432835820895522,0,0.0134228187919463,0.3003003003003,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109756663162451,0.957686882933709,0.0935483870967742,0,0,0.793580169503333
"2477",142,0.641791044776119,0,0.0503355704697987,0.294294294294294,0,0.483333333333333,0,0.5,0.251295336787565,0.256849315068493,0.109462927462742,0.929478138222849,0.135483870967742,0,0,0.793300926444198
"1865",1862,0.388059701492537,0,0,0.294294294294294,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109513171727166,0.957686882933709,0.0870967741935484,0,0,0.792853998007835
"3379",5314,0.0597014925373134,0,0.0201342281879195,0.12012012012012,0.03125,0.5,0.75,0.875,0.247841105354059,0.253424657534247,0.109462927462742,0.921015514809591,0.293548387096774,0,0,0.792372704363822
"2474",137,0.656716417910448,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.7911765989286
"4381",1616,0.26865671641791,0,0.00671140939597315,0.249249249249249,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.109459062519325,0.952045133991537,0.141935483870968,0,0,0.790762961225047
"1697",1143,0.477611940298507,0,0,0.324324324324324,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109540226331087,0.957686882933709,0.0548387096774194,0,0,0.789982001311995
"4484",167,0.641791044776119,0,0.278523489932886,0.192192192192192,0,0.483333333333333,0,0.5,0.25993091537133,0.256849315068493,0.10945133263249,0.91114245416079,0.464516129032258,0,0,0.789551714368245
"4482",154,0.641791044776119,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.10945133263249,0.957686882933709,0,0,0,0.788212348292057
"2452",68,0.641791044776119,0,0,0.375375375375375,0.03125,0.5,0.5,0.75,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.788149714888187
"2480",146,0.626865671641791,0,0,0.369369369369369,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.956276445698166,0.00645161290322581,0,0,0.787269713495852
"2459",89,0.686567164179104,0,0.0134228187919463,0.387387387387387,0.03125,0.5,0.5,0.75,0.261658031088083,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.785993206011954
"2063",2838,0.373134328358209,0,0,0.291291291291291,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.109489982066663,0.95345557122708,0.0903225806451613,0,0,0.78595154145815
"4570",123,0.656716417910448,0,0.0335570469798658,0.3003003003003,0,0.466666666666667,0,0.25,0.249568221070812,0.256849315068493,0.109443602745656,0.93935119887165,0.112903225806452,0.032258064516129,0.5,0.785412373266269
"6310",3074,0.343283582089552,0,0.241610738255034,0.219219219219219,0,0.483333333333333,0,0.5,0.213298791018998,0.256849315068493,0.0976941747572816,0.913963328631876,0.4,0,0,0.785258840609102
"2468",119,0.626865671641791,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.785090874063153
"2488",171,0.626865671641791,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.785090874063153
"2336",190,0.626865671641791,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109466792406159,0.957686882933709,0,0,0,0.78506977397816
"6240",2289,0.507462686567164,0,0.100671140939597,0.345345345345345,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.104925483890916,0.957686882933709,0.129032258064516,0,0,0.784742881069747
"989",1471,0.522388059701492,0,0.251677852348993,0.186186186186186,0,0.483333333333333,0,0.5,0.215025906735751,0.253424657534247,0.109861016634716,0.916784203102962,0.445161290322581,0,0,0.782658666553303
"2113",101,0.611940298507463,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109482252179828,0.957686882933709,0,0,0,0.781893472275498
"472",1204,0.328358208955224,0,0.0838926174496644,0.255255255255255,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.11112485313215,0.957686882933709,0.209677419354839,0,0,0.781314368281102
"2451",61,0.701492537313433,0,0.023489932885906,0.396396396396396,0,0.483333333333333,0,0.5,0.256476683937824,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.780487483289597
"2462",95,0.686567164179104,0,0.0201342281879195,0.393393393393393,0,0.483333333333333,0,0.5,0.261658031088083,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.780257982826489
"6344",884,0.223880597014925,0,0.651006711409396,0.372372372372372,0,0.466666666666667,0,0.125,0.276338514680484,0.236301369863014,0.0555044524148166,0.913963328631876,0.629032258064516,0.032258064516129,0.75,0.778908013965718
"5122",2903,0.373134328358209,0,0.241610738255034,0.0960960960960961,0,0.45,0,0.125,0.239205526770294,0.25,0.109327654443139,0.921015514809591,0.532258064516129,0.0645161290322581,0.75,0.778478781327358
"392",2656,0.417910447761194,0,0.0738255033557047,0.249249249249249,0,0.483333333333333,0,0.5,0.250431778929188,0.256849315068493,0.111588646342218,0.93935119887165,0.206451612903226,0,0,0.776779180029589
"1266",3823,0.134328358208955,0,0.221476510067114,0.0510510510510511,0,0.466666666666667,0,0.125,0.182210708117444,0.253424657534247,0.109679364294107,0.913963328631876,0.561290322580645,0.032258064516129,0.75,0.776579792717587
"2483",156,0.611940298507463,1,0.0268456375838926,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0.0258064516129032,0,0,0.776081249514948
"2643",1392,0.582089552238806,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.956276445698166,0,0,0,0.77359100800716
"4817",203,0.582089552238806,0,0.0503355704697987,0.363363363363363,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109408818254901,0.957686882933709,0.0612903225806452,0,0,0.773562156731485
"1808",2924,0.373134328358209,0,0,0.318318318318318,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109520901614,0.957686882933709,0.0612903225806452,0,0,0.772599383974373
"2653",1438,0.567164179104478,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.772536251684121
"5938",2739,0.388059701492537,0,0.104026845637584,0.3003003003003,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.108315039267825,0.957686882933709,0.180645161290323,0,0,0.772514032920195
"2102",3671,0.149253731343284,0,0,0.255255255255255,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109486117123245,0.957686882933709,0.129032258064516,0,0,0.771205965714795
"5229",139,0.656716417910448,0,0.184563758389262,0.156156156156156,0.0625,0.466666666666667,0.75,0.5,0.219343696027634,0.246575342465753,0.109289005008967,0.912552891396333,0.412903225806452,0.0967741935483871,0.75,0.770995531365447
"2464",106,0.567164179104478,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.956276445698166,0,0,0,0.770383199974824
"809",2334,0.492537313432836,0,0.298657718120805,0.183183183183183,0.03125,0.5,0.75,0.875,0.272020725388601,0.246575342465753,0.11006585863583,0.916784203102962,0.493548387096774,0,0,0.770272191033037
"6320",159,0.641791044776119,0,0.312080536912752,0.315315315315315,0,0.483333333333333,0,0.5,0.249568221070812,0.256849315068493,0.0949887143652217,0.908321579689704,0.364516129032258,0,0,0.769716617760009
"5043",2295,0.417910447761194,0,0.104026845637584,0.264264264264264,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.10935470904706,0.937940761636107,0.219354838709677,0,0,0.769492057041646
"440",1019,0.194029850746269,0,0.110738255033557,0.144144144144144,0,0.466666666666667,0,0.125,0.255613126079447,0.253424657534247,0.111287180755674,0.935119887165021,0.354838709677419,0.032258064516129,0.75,0.768800711342373
"1792",12,0.835820895522388,0,0.134228187919463,0.417417417417417,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109520901614,0.957686882933709,0.0838709677419355,0,0,0.768649258309686
"2453",69,0.686567164179104,0,0.0335570469798658,0.405405405405405,0,0.483333333333333,0,0.5,0.261658031088083,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.768459033674971
"4898",2078,0.417910447761194,0,0.104026845637584,0.213213213213213,0,0.483333333333333,0,0.5,0.246113989637306,0.256849315068493,0.109393358481232,0.912552891396333,0.274193548387097,0,0,0.768232171558304
"1285",1719,0.253731343283582,0,0.335570469798658,0.144144144144144,0.03125,0.5,0.75,0.875,0.251295336787565,0.25,0.109667769463855,0.935119887165021,0.570967741935484,0,0,0.76791968429327
"5238",1393,0.582089552238806,0,0.0100671140939597,0.384384384384384,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109285140065549,0.957686882933709,0,0,0,0.767814145041436
"5277",3783,0.149253731343284,0,0.0201342281879195,0.147147147147147,0,0.483333333333333,0,0.5,0.251295336787565,0.253424657534247,0.109261950405046,0.904090267983075,0.264516129032258,0,0,0.767689718571678
"1928",1151,0.328358208955224,0,0.0100671140939597,0.297297297297297,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.109505441840331,0.952045133991537,0.0935483870967742,0,0,0.767676975088438
"1042",1734,0.238805970149254,0,0.13758389261745,0.192192192192192,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109818502257127,0.933709449929478,0.329032258064516,0,0,0.767493777549282
"738",1490,0.552238805970149,0,0.298657718120805,0.21021021021021,0,0.483333333333333,0,0.5,0.250431778929188,0.229452054794521,0.110170212108095,0.913963328631876,0.464516129032258,0,0,0.76671959718122
"2367",3042,0.358208955223881,0,0.0738255033557047,0.3003003003003,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109466792406159,0.957686882933709,0.151612903225806,0,0,0.766299420647401
"6202",3011,0.358208955223881,0,0.238255033557047,0.192192192192192,0,0.483333333333333,0,0.5,0.240932642487047,0.25,0.105883989858388,0.913963328631876,0.425806451612903,0,0,0.766147079205531
"2678",1672,0.253731343283582,1,0.00671140939597315,0.378378378378378,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,1,0.0032258064516129,0,0,0.765873442575114
"5301",1977,0.432835820895522,0,0.26510067114094,0.189189189189189,0,0.483333333333333,0,0.5,0.24006908462867,0.25,0.109250355574794,0.918194640338505,0.454838709677419,0,0,0.765615447428964
"6159",1799,0.223880597014925,0,0.0671140939597315,0.195195195195195,0,0.483333333333333,0,0.5,0.244386873920553,0.256849315068493,0.106699492919424,0.913963328631876,0.258064516129032,0,0,0.765597788626285
"5344",1582,0.253731343283582,0,0.161073825503356,0.201201201201201,0.0625,0.516666666666667,0.75,0.875,0.303108808290155,0.25,0.109223300970874,0.932299012693935,0.341935483870968,0,0,0.763311611066072
"4568",62,0.716417910447761,0,0.0469798657718121,0.417417417417417,0,0.483333333333333,0,0.5,0.256476683937824,0.256849315068493,0.109443602745656,0.957686882933709,0,0,0,0.762993836898748
"4585",2255,0.522388059701492,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109443602745656,0.957686882933709,0,0,0,0.76289932054862
"2644",1395,0.522388059701492,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.762786201603236
"2660",1478,0.522388059701492,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.762786201603236
"2753",2235,0.522388059701492,0,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.762786201603236
"2661",1488,0.537313432835821,1,0.0167785234899329,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0.0161290322580645,0,0,0.762194488979835
"1392",63,0.701492537313433,0,0.177852348993289,0.294294294294294,0,0.483333333333333,0,0.5,0.249568221070812,0.256849315068493,0.109621390142848,0.919605077574048,0.258064516129032,0,0,0.762038872130342
"2346",798,0.208955223880597,0,0,0.285285285285285,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109466792406159,0.957686882933709,0.0967741935483871,0,0,0.761838859837451
"1566",1893,0.462686567164179,0,0,0.3003003003003,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.109571145878424,0.929478138222849,0.0806451612903226,0,0,0.76170490989222
"587",1155,0.343283582089552,0,0.13758389261745,0.276276276276276,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.110541246676149,0.957686882933709,0.238709677419355,0,0,0.760162380413851
"5601",3577,0.164179104477612,0,0.295302013422819,0.105105105105105,0,0.483333333333333,0,0.5,0.251295336787565,0.246575342465753,0.108999134252675,0.913963328631876,0.574193548387097,0,0,0.759613875768831
"4626",116,0.671641791044776,0,0.228187919463087,0.354354354354354,0.03125,0.5,0,0.5,0.272020725388601,0.256849315068493,0.109435872858821,0.957686882933709,0.241935483870968,0,0,0.758954452196073
"5386",868,0.223880597014925,0,0.144295302013423,0.198198198198198,0,0.466666666666667,0,0.125,0.252158894645941,0.253424657534247,0.109188516480119,0.947813822284908,0.329032258064516,0.032258064516129,0.75,0.758828307588403
"1827",1693,0.26865671641791,0,0,0.306306306306306,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109517036670583,0.957686882933709,0.0741935483870968,0,0,0.758770576540358
"525",4379,0.104477611940299,0,0.11744966442953,0.138138138138138,0.03125,0.5,0.75,0.875,0.238341968911917,0.246575342465753,0.110807927771937,0.918194640338505,0.367741935483871,0,0,0.758620847603103
"4483",163,0.626865671641791,0,0.120805369127517,0.363363363363363,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.10945133263249,0.952045133991537,0.129032258064516,0,0,0.75817884983366
"5295",2052,0.432835820895522,0,0.302013422818792,0.18018018018018,0,0.483333333333333,0,0.5,0.252158894645941,0.253424657534247,0.109254220518212,0.915373765867419,0.5,0,0,0.757680394801002
"2898",3504,0.164179104477612,0,0.0100671140939597,0.225225225225225,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.933709449929478,0.170967741935484,0,0,0.757583921194919
"6323",1284,0.328358208955224,0,0.359060402684564,0.264264264264264,0,0.483333333333333,0,0.5,0.281519861830743,0.25,0.0921943602745656,0.913963328631876,0.464516129032258,0,0,0.757009256459833
"5070",1090,0.477611940298507,0,0.338926174496644,0.159159159159159,0,0.466666666666667,0,0.125,0.24006908462867,0.253424657534247,0.109346979160225,0.921015514809591,0.558064516129032,0.032258064516129,0.75,0.756438217830791
"2767",2296,0.492537313432836,1,0,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0,0,0,0.756128128452732
"2728",2082,0.417910447761194,1,0.0167785234899329,0.3003003003003,0,0.483333333333333,0,0.5,0.252158894645941,0.256849315068493,0.109462927462742,0.933709449929478,0.0967741935483871,0,0,0.755104200401985
"160",2592,0.253731343283582,0,0.214765100671141,0.141141141141141,0,0.483333333333333,0,0.5,0.231433506044905,0.25,0.11514052934265,0.928067700987306,0.458064516129032,0,0,0.755061524410697
"5465",680,0.238805970149254,0,0.0704697986577181,0.282282282282282,0.03125,0.5,0.75,0.875,0.258203799654577,0.256849315068493,0.109122812442026,0.956276445698166,0.167741935483871,0,0,0.754077074249302
"6209",3569,0.134328358208955,1,0,0.24024024024024,0,0.483333333333333,0,0.5,0.24006908462867,0.256849315068493,0.105748716838785,0.926657263751763,0.145161290322581,0,0,0.75252201365918
"5188",703,0.223880597014925,0,0,0.219219219219219,0,0.483333333333333,0,0.5,0.245250431778929,0.256849315068493,0.109304464782636,0.916784203102962,0.167741935483871,0,0,0.751947906382864
"2766",2286,0.507462686567164,0,0.0335570469798658,0.375375375375375,0,0.483333333333333,0,0.5,0.253022452504318,0.256849315068493,0.109462927462742,0.957686882933709,0.032258064516129,0,0,0.751533758077412
"630",135,0.656716417910448,0,0.248322147651007,0.261261261261261,0,0.483333333333333,0,0.5,0.253022452504318,0.25,0.110402108713128,0.913963328631876,0.361290322580645,0,0,0.750744397816565
"2097",2747,0.373134328358209,0,0.0167785234899329,0.252252252252252,0,0.483333333333333,0,0.5,0.251295336787565,0.256849315068493,0.109486117123245,0.913963328631876,0.148387096774194,0,0,0.750451591563181
